hip	ecl_lon	ecl_lat	plx_diff	plx_diff_error	div	xhip_plx	xhip_plx_error	tgas_plx	tgas_plx_error
104832	301.94089821973284	-38.070366019165256	4.4072678656833695	1.1342986567885263	3.8854563031586498	6.96	1.1	2.55273213431663	0.27682746032909167
103587	285.4440552344606	-57.166058185503395	-3.430645203525522	0.8832547104197237	3.8840949989332922	10.02	0.79	13.450645203525522	0.3950175736326548
61274	156.27090861413865	51.6979201377612	5.377158761587527	1.3857793674897385	3.880241608249622	19.37	1.22	13.992841238412474	0.657255243691718
50306	162.35286875117615	-24.97173357111131	2.3932037889098403	0.6168095700756665	3.8799718827583307	6.77	0.57	4.376796211090159	0.23569905756478657
35342	118.06689855714218	-52.49270796759492	2.526668572756515	0.6518002170132444	3.876446350899533	3.89	0.57	1.3633314272434849	0.31613845526685375
45734	238.01879980845433	-72.01066293304112	3.7292364563974125	0.9624719597242958	3.8746442623280872	17.6	0.87	13.870763543602589	0.4116458104433062
58650	139.828446943112	56.33579199948748	2.8551807016844437	0.7370330082559379	3.8738844389625626	10.48	0.54	7.624819298315557	0.5016150468823651
20394	60.20054083243388	-36.50251422050016	4.063687712614091	1.0490871315726973	3.873546429382062	5.74	1.	1.676312287385909	0.31714950674946635
117508	327.37599832959205	-48.962545770021194	-4.36772424999764	1.1278402495160103	3.8726444209381254	0.53	1.06	4.8977242499976406	0.3852578726364151
98646	307.41360071442404	37.069859980200754	3.7573855074033236	0.9704090197078549	3.8719606177346724	6.09	0.92	2.3326144925966763	0.3086967209582245
65334	192.24538490132093	24.079798281595494	2.5800043876195398	0.6664002623180151	3.8715536795337084	7.48	0.6	4.899995612380461	0.2899815677202939
72110	200.60959286201688	51.38421591149181	3.681646288064253	0.9512225888505796	3.8704361431460654	9.95	0.92	6.268353711935746	0.24171142616682156
51169	215.18748239048264	-65.66064973293356	2.557399036947736	0.6608154435671845	3.87006548022319	5.58	0.59	3.022600963052264	0.2976189685770966
